text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
Which mandibular primary tooth is expected to erupt at around 6–10 months?,Mandibular lateral incisor,Mandibular central incisor,Mandibular canine,Mandibular first molar,2,"<div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;"">
  <div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Primary Teeth — Eruption (months)</div>
  <table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;"">
    <thead>
      <tr style=""background:#111827;color:#fff;"">
        <th style=""padding:8px;border:1px solid #ddd;text-align:left;"">Tooth</th>
        <th style=""padding:8px;border:1px solid #ddd;"">Maxillary</th>
        <th style=""padding:8px;border:1px solid #ddd;"">Mandibular</th>
      </tr>
    </thead>
    <tbody>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Central Incisor</td>
        <td style=""padding:8px;border:1px solid #ddd;"">8–12</td>
        <td style=""padding:8px;border:1px solid #ddd;"">6–10</td>
      </tr>
      <tr style=""background:#f9fafb;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Lateral Incisor</td>
        <td style=""padding:8px;border:1px solid #ddd;"">9–13</td>
        <td style=""padding:8px;border:1px solid #ddd;"">10–16</td>
      </tr>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Canine</td>
        <td style=""padding:8px;border:1px solid #ddd;"">16–22</td>
        <td style=""padding:8px;border:1px solid #ddd;"">17–23</td>
      </tr>
      <tr style=""background:#f9fafb;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">First Molar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">13–19</td>
        <td style=""padding:8px;border:1px solid #ddd;"">14–18</td>
      </tr>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Second Molar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">25–33</td>
        <td style=""padding:8px;border:1px solid #ddd;"">23–31</td>
      </tr>
    </tbody>
  </table>
</div>",1,,
At what age do maxillary permanent central incisors typically erupt?,6–7 years,7–8 years,8–9 years,9–10 years,1,"<div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;"">
  <div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Permanent Teeth — Eruption (years)</div>
  <table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;"">
    <thead>
      <tr style=""background:#111827;color:#fff;"">
        <th style=""padding:8px;border:1px solid #ddd;text-align:left;"">Tooth</th>
        <th style=""padding:8px;border:1px solid #ddd;"">Maxillary</th>
        <th style=""padding:8px;border:1px solid #ddd;"">Mandibular</th>
      </tr>
    </thead>
    <tbody>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Central Incisor</td>
        <td style=""padding:8px;border:1px solid #ddd;"">7–8</td>
        <td style=""padding:8px;border:1px solid #ddd;"">6–7</td>
      </tr>
      <tr style=""background:#f9fafb;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Lateral Incisor</td>
        <td style=""padding:8px;border:1px solid #ddd;"">8–9</td>
        <td style=""padding:8px;border:1px solid #ddd;"">7–8</td>
      </tr>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Canine</td>
        <td style=""padding:8px;border:1px solid #ddd;"">11–12</td>
        <td style=""padding:8px;border:1px solid #ddd;"">9–10</td>
      </tr>
      <tr style=""background:#f9fafb;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">First Premolar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">10–11</td>
        <td style=""padding:8px;border:1px solid #ddd;"">10–12</td>
      </tr>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Second Premolar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">10–12</td>
        <td style=""padding:8px;border:1px solid #ddd;"">11–12</td>
      </tr>
      <tr style=""background:#f9fafb;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">First Molar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">6–7</td>
        <td style=""padding:8px;border:1px solid #ddd;"">6–7</td>
      </tr>
      <tr style=""background:#ffffff;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Second Molar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">12–13</td>
        <td style=""padding:8px;border:1px solid #ddd;"">11–13</td>
      </tr>
      <tr style=""background:#f9fafb;color:#000;"">
        <td style=""padding:8px;border:1px solid #ddd;"">Third Molar</td>
        <td style=""padding:8px;border:1px solid #ddd;"">17–21</td>
        <td style=""padding:8px;border:1px solid #ddd;"">17–21</td>
      </tr>
    </tbody>
  </table>
</div>",1,,
"A 3-day-old newborn presents with multiple small white nodules on the midline of the hard palate. The lesions are asymptomatic, do not interfere with feeding, and parents are concerned about 'oral lumps.' Which of the following is the most likely diagnosis?",Epstein’s pearls,Bohn’s nodules,Congenital epulis,White sponge nevus,1,"Epstein’s pearls are keratin-filled palatal midline cysts in newborns. Course: benign, asymptomatic, resolve spontaneously; no treatment required. Bohn’s nodules are alveolar ridge cysts of salivary origin, self-resolving with no treatment. Congenital epulis is a gingival tumor at birth, often anterior maxilla; may regress, but large lesions interfering with feeding require surgical excision. White sponge nevus is a genetic keratinization disorder with diffuse oral white plaques, lifelong but benign, no treatment required.",1,,
"Which developmental anomaly is characterized by the union of two adjacent tooth germs, leading to a reduced number of teeth in the arch?",Fusion,Gemination,Concrescence,Dens invaginatus,1,"Fusion is the union of two developing tooth germs, resulting in a large tooth structure and a reduced tooth count when the fused tooth is counted as one. Gemination is an attempt of a single tooth bud to divide, often showing a bifid crown but the total tooth count is normal. Concrescence is the union of two fully formed teeth by cementum only, most often in the posterior maxilla. Dens invaginatus is an enamel/dentin infolding creating a 'tooth within a tooth.' Management: Often no treatment unless esthetics or pulp involvement necessitates reshaping, restoration, or endodontic therapy.",1,,
Which of the following is true regarding primary teeth compared to permanent teeth?,They have thicker enamel and dentin,They have smaller pulp chambers,Their pulp horns are closer to the surface,Their cervical enamel rods are oriented gingivally,3,"Primary teeth have larger pulp chambers relative to crown size, and pulp horns extend closer to the occlusal surface. Other key differences: enamel and dentin are thinner, allowing caries to progress faster; crowns are whiter, more opaque, with narrower occlusal tables and more pronounced cervical constrictions; roots are long, slender, and flared, with more accessory canals; and cervical enamel rods extend occlusally, unlike the gingival orientation in permanent teeth. Clinical implications: higher risk of pulp exposure during restorative dentistry, furcation involvement develops quickly due to accessory canals, and conservative preps with stainless steel crowns are often preferred.",1,,
Which of the following is true regarding the appearance of primary teeth compared to permanent teeth?,Primary teeth are more mineralized and appear darker in shade,Primary teeth are less mineralized and appear whiter in shade,Primary teeth are equally mineralized and similar in color to permanent teeth,Primary teeth are less mineralized but appear darker in shade,2,"Primary teeth are less mineralized, which makes them appear whiter and more opaque than permanent teeth. Other anatomical differences: broad contacts and narrower occlusal tables complicate class II restorations; enamel and dentin are thinner, allowing rapid caries progression; pulp chambers are larger with pulp horns close to the surface, increasing pulp exposure risk; roots are slender, flared, and contain more accessory canals; and cervical enamel rods extend occlusally. Clinical implications: shade matching requires lighter, more opaque composites; early radiographic monitoring is critical to detect interproximal lesions; and furcation pathology is common due to accessory canal communication.",1,,
Which of the following best describes the Hall Technique for managing carious primary molars?,Complete caries removal followed by composite restoration,Partial caries removal and placement of a glass ionomer liner,Placement of a preformed stainless steel crown without caries removal or tooth preparation,Indirect pulp capping with calcium hydroxide,3,"The Hall Technique is a minimally invasive approach to treating carious primary molars. Unlike conventional restorative methods, no local anesthesia, caries removal, or tooth preparation is performed. Instead, a preformed stainless steel crown is cemented directly over the carious tooth, effectively sealing in the decay. By cutting off the bacteria’s nutrient supply, the caries process is arrested. This approach is particularly valuable in uncooperative pediatric patients, where traditional preparation carries a high risk of pulp exposure or patient distress. When chosen carefully—for teeth without pulpal symptoms and with adequate crown height—the Hall Technique provides a durable and child‑friendly alternative to conventional treatment.",1,,
"A 6-year-old child presents with a mandibular primary molar that has extensive proximal and occlusal decay. The tooth is vital but weakened, and the parent reports the child has a high caries risk. Which of the following is the most appropriate restoration for this tooth?",Amalgam filling,Composite resin filling,Stainless steel crown,Extraction and space maintainer,3,"In primary molars with extensive multi-surface caries, a stainless steel crown is considered the treatment of choice. Small occlusal lesions may be adequately restored with amalgam or composite, but these materials do not provide long-term durability when multiple surfaces are involved, especially in high‑caries‑risk children. Stainless steel crowns protect the remaining tooth structure, withstand occlusal forces, and reduce the likelihood of recurrent decay. They are also indicated after pulp therapy procedures such as pulpotomy or pulpectomy, as the remaining tooth is structurally compromised. Extraction with a space maintainer may be necessary if the tooth is non‑restorable or has pulpal pathology, but in this case the tooth is vital and can be preserved. Thus, an SSC provides the most predictable and durable outcome for a child with significant caries and a history of disease activity.",1,,
"At what time in development does the initiation stage of odontogenesis begin, and what structure is first formed?",Week 6 in utero; dental lamina,Week 8 in utero; tooth bud,Week 9 in utero; enamel organ,At birth; enamel calcification,1,"The initiation stage begins around week 6 in utero, when underlying ectomesenchyme signals the oral epithelium to thicken into the dental lamina. This is the first commitment to tooth formation, and the identity of each tooth (incisor, canine, molar) is specified by the ectomesenchyme. If the lamina fails completely, the result is anodontia (no teeth at all, very rare). More commonly, partial failure leads to hypodontia (missing fewer than 6 teeth) or oligodontia (missing 6 or more teeth). Conversely, excessive proliferation can cause supernumerary teeth. From here, odontogenesis follows the sequence: bud → cap → bell → apposition → mineralization → eruption. Broadly, enamel is ectodermal (ameloblasts), while dentin, pulp, cementum, alveolar bone, and the PDL come from ectomesenchyme.",1,,
The bud stage of tooth development is characterized by:,Proliferation of epithelial and ectomesenchymal cells forming a rounded mass of cells,"Formation of enamel organ, dental papilla, and dental follicle",Histodifferentiation of ameloblasts and odontoblasts,Secretion of dentin before enamel,1,"The bud stage begins at about week 8 in utero, when the dental lamina proliferates into the ectomesenchyme to form rounded epithelial outgrowths (tooth buds). At this stage the buds are not yet organized into enamel, dentin, or pulp, but they mark the precise sites of future teeth. Disturbances typically affect tooth size: reduced proliferation may cause microdontia, while excess proliferation may cause macrodontia. Soon after, the successional dental lamina gives rise to permanent successors, explaining why permanent incisors and premolars develop lingual to their primary counterparts. Bud is a stepping stone toward cap (organization) and bell (cell differentiation) before hard tissue apposition.",1,,
Which of the following is first established during the cap stage of odontogenesis?,Differentiation of ameloblasts and odontoblasts,"Formation of the enamel organ, dental papilla, and dental follicle",Secretion of dentin and enamel matrices,Fusion of reduced enamel epithelium with oral epithelium,2,"At about week 9 in utero, the tooth germ enters the cap stage and organizes into three components: the enamel organ (epithelium → enamel), the dental papilla (ectomesenchyme → dentin and pulp), and the dental follicle (ectomesenchyme → cementum, alveolar bone, PDL). Within the enamel organ, the stellate reticulum and the enamel knot appear; the enamel knot acts as a signaling center for cusp patterning. Because this stage shapes morphology, errors lead to form anomalies: fusion (two buds join; tooth count decreases), gemination (one bud attempts to split; tooth count unchanged), or dens invaginatus (enamel epithelium folds inward). This stage sets the blueprint that the bell stage will refine before hard tissue deposition begins.",1,,
Which of the following correctly matches tooth tissues with their embryologic origin?,Enamel and dentin → ectoderm,Enamel → ectoderm; dentin and pulp → ectomesenchyme,Enamel → ectomesenchyme; dentin → ectoderm,Enamel and dentin → mesoderm,2,"Enamel develops from the enamel organ, derived from oral ectoderm, whereas dentin and pulp develop from the dental papilla, which is neural crest–derived ectomesenchyme; the dental follicle (also ectomesenchymal) produces cementum, alveolar bone, and the PDL. This dual origin explains clinical behavior: enamel is acellular and nonvital (no true regeneration), while dentin and pulp are vital and vascular, capable of forming secondary/tertiary dentin. Pathology follows origin: ectodermal defects produce amelogenesis imperfecta; mesenchymal defects produce dentinogenesis imperfecta or root/PDL anomalies. Remember the temporal choreography: odontoblasts lay dentin first, which then induces ameloblasts to deposit enamel; initial mineralization begins at the DEJ (~4–6 months in utero).",1,,
Oligodontia is defined as the congenital absence of how many permanent teeth (excluding third molars)?,3 or more,6 or less,6 or more,8 or more,3,"Oligodontia is the congenital absence of six or more permanent teeth (excluding third molars). Hypodontia refers to the absence of fewer than six teeth; anodontia is the complete absence of teeth (rare, often syndromic). These conditions reflect disturbances of the initiation stage—localized or generalized failure of the dental lamina to form or invaginate at specific sites—and they carry functional and esthetic implications often requiring multidisciplinary management.",1,,
A 4-year-old presents after avulsion of a maxillary primary central incisor. What is the recommended management regarding reimplantation?,Reimplant immediately and place a flexible splint for 1–2 weeks,"Do not reimplant; control bleeding, provide analgesia, soft diet, and arrange follow-up",Soak the tooth in doxycycline and reimplant,Reimplant only if extraoral dry time is under 60 minutes,2,"Primary teeth should not be reimplanted because manipulation can injure the developing permanent successor and increase the risks of ankylosis, infection, and aspiration. Management is conservative: confirm the tooth is not intruded or associated with alveolar fracture, control bleeding, provide analgesics, review tetanus status, maintain oral hygiene (e.g., chlorhexidine if age-appropriate), advise a soft diet, and schedule clinical/radiographic follow-up. Space maintenance is usually unnecessary for lost primary incisors. This differs from permanent tooth avulsion, where immediate reimplantation is recommended when feasible.",1,,
Which finding best distinguishes subluxation from concussion of a tooth?,Subluxation shows mobility without displacement,Concussion presents with mobility but no displacement,Subluxation always involves displacement,There is no difference,1,"Dental trauma often affects the periodontal ligament (PDL), and correct diagnosis guides treatment. Concussion = injury to the PDL without mobility or displacement (tooth is tender to percussion but stable). Subluxation = mobility present but no displacement. Both are minor luxation injuries. Management is conservative: soft diet, oral hygiene, possible chlorhexidine rinses, and follow-up to monitor pulp vitality. Distinguishing between the two prevents overtreatment.",1,,
A 5-year-old presents with an intruded primary maxillary central incisor. What is the appropriate management?,Reposition and splint for 2 weeks,Observe for spontaneous re-eruption or natural exfoliation,Extract the tooth immediately,Rigid splint for 4–6 weeks,2,Intrusion is the most common traumatic injury in upper primary incisors. The pliable alveolar bone in children allows the tooth to be driven apically into the socket rather than fracturing. Management is conservative: most intruded primary teeth spontaneously re-erupt. Intervention is required only if the crown is displaced toward the permanent successor bud or if there is aspiration risk. Splinting is contraindicated. Radiographic follow-up is essential because intrusive trauma may cause enamel defects or malformations of permanent successors.,1,,
A 9-year-old presents with an extrusively luxated permanent maxillary incisor. What is the recommended splinting approach?,Rigid splint for 4–6 weeks,Flexible splint for 10–14 days,"No splinting, observe only",Flexible splint for 3 months,2,"Extrusive luxation is a partial displacement of the tooth out of the socket. Clinically, the tooth appears elongated and is mobile with gingival bleeding. Management: gently reposition the tooth into the socket and stabilize with a flexible splint for 10–14 days. Flexibility allows physiologic movement and reduces ankylosis risk. Compare: lateral luxation and alveolar fracture require rigid splinting for 4–6 weeks; root fractures need up to 3 months of flexible splinting. Supportive care includes analgesics, a soft diet, good oral hygiene, and pulp vitality monitoring.",1,,
"In a case of alveolar fracture involving displacement of multiple anterior teeth, what is the recommended splinting protocol?",Flexible splint for 7–10 days,Rigid splint for 4–6 weeks,Flexible splint for 3 months,No splinting; allow spontaneous healing,2,"Alveolar fractures involve teeth and supporting alveolar bone. Because bone segments are unstable, a rigid splint is required for stability. The recommended period is 4–6 weeks to allow osseous healing. Flexible splints are insufficient for bone fractures. Management also includes repositioning of the segment, antibiotics and tetanus prophylaxis when indicated, and radiographic follow-up.",1,,
A 10-year-old boy avulses a maxillary permanent central incisor on the playground. What is the recommended management if the tooth is brought in within 30 minutes in milk?,Discard the tooth; prognosis is hopeless,Replant immediately with finger pressure and splint flexibly for 14 days,Delay replantation and perform root canal treatment first,Store the tooth in water for 24 hours before replanting,2,"Avulsed permanent teeth should be replanted as soon as possible. Even when long-term survival is uncertain, replantation maintains alveolar bone and occlusion. First aid: handle the tooth by the crown, rinse briefly if dirty (preferably milk, saline, or saliva), and replant immediately if possible. In the dental office: irrigate the socket, replant gently, and apply a flexible splint for about 14 days. Splint longer if there is an alveolar fracture (4–6 weeks) or a root fracture (3 months). Endodontics: immature apices may revascularize; mature or closed apices usually need root canal treatment soon after replantation to prevent resorption. Time is critical: prognosis declines sharply after 60 minutes dry.",1,,
Which of the following is the most appropriate transport medium for an avulsed permanent tooth if immediate replantation is not possible?,Water,Milk,Hydrogen peroxide solution,Dry napkin,2,The prognosis of a replanted tooth depends on periodontal ligament cell viability. Milk is the best readily available storage medium because it is isotonic with a compatible pH and preserves cell viability. Acceptable alternatives include saline or the patient’s saliva when milk is not available. Water is harmful because it is hypotonic and causes rapid lysis of ligament cells. Antiseptics such as hydrogen peroxide are cytotoxic and must not be used. The ideal strategy remains immediate replantation when feasible.,1,,
"In a subcondylar mandibular fracture, the condylar head is most commonly displaced in which direction?",Posteriorly,Anteromedially,Laterally,Superiorly,2,"The lateral pterygoid muscle inserts on the condylar head and neck. After a subcondylar fracture, this muscle pulls the condylar fragment anteromedially. This displacement pattern is a classic diagnostic clue on imaging, including the reverse Towne’s view. In children, condylar fractures matter because the condyle is a mandibular growth center; mismanagement risks ankylosis, asymmetry, and growth disturbances. Treatment may be conservative or surgical depending on displacement and function.",1,,
Which of the following statements about dental trauma is TRUE?,Girls are twice as likely to experience dental trauma as boys,Boys are twice as likely to experience dental trauma as girls,Boys and girls experience dental trauma at the same rate,Dental trauma occurs predominantly in adults over 30 years,2,"Epidemiologic studies consistently demonstrate a male predominance in dental trauma, with a 2:1 ratio of boys to girls. This is largely due to greater participation of boys in vigorous play, sports, and risk-taking behaviors. Dental trauma shows two incidence peaks: 2–4 years (primary teeth, toddlers falling) and 7–10 years (permanent maxillary incisors, often from sports or playground injuries). Understanding these patterns helps in prevention counseling, such as advising the use of mouthguards during sports.",1,,
Which of the following statements about premature loss of primary molars is TRUE?,Premature loss of a second primary molar results in mesial drift of the permanent first molar,Premature loss of a second primary molar results in distal drift of the permanent first molar,"The later the loss of the second primary molar, the greater the mesial drift of the permanent first molar",Premature loss of posterior primary molars typically leads to increased arch length,1,"The second primary molar is considered a keystone tooth in the mixed dentition because it preserves the space needed for eruption of the first permanent molar. If it is lost prematurely, the permanent molar will migrate mesially into the space, reducing arch length and predisposing to crowding and malocclusion. The earlier the loss, the greater the impact. Space maintainers are used to preserve this space: a distal shoe if the first permanent molar has not erupted, a band-and-loop if it has erupted, or a lingual arch or Nance appliance for bilateral cases.",1,,
