text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
"A 60-year-old dental assistant presents with progressive hand tremors that worsen at rest, difficulty initiating movement, and a stooped posture. Which of the following brain structures is most affected in this condition?",Caudate nucleus,Substantia nigra pars compacta,Putamen,Globus pallidus internus,2,"Parkinson’s disease is a neurodegenerative disorder of the basal ganglia caused by degeneration of dopaminergic neurons in the substantia nigra pars compacta. This results in depletion of dopamine in the striatum (caudate and putamen), impairing both the direct and indirect motor pathways. Patients present with the classic TRAP features: Tremor at rest, Rigidity (cogwheel), Akinesia/bradykinesia, and Postural instability. Histology shows Lewy bodies composed of alpha-synuclein. High-yield review: Pathology—loss of dopaminergic neurons in substantia nigra pars compacta. Clinical—TRAP signs, masked facies, shuffling gait. Treatment—levodopa/carbidopa, dopamine agonists, MAO-B inhibitors.",3,,
Which viral component is most commonly used to generate protective vaccines?,Viral RNA genome,Capsid proteins,"Viral glycoproteins (e.g., hemagglutinin, neuraminidase)",Viral polymerase enzymes,3,"Vaccines are designed to elicit an immune response against viral surface antigens. The most effective targets are viral glycoproteins such as influenza hemagglutinin (HA) and neuraminidase (NA), or SARS-CoV-2 spike protein. These proteins are highly antigenic and accessible to neutralizing antibodies. Option 1 (RNA genome) is not exposed to the immune system. Option 2 (capsid proteins) can be antigenic but are not the primary target of most modern vaccines. Option 4 (polymerase enzymes) are internal proteins, poorly immunogenic. High-yield review: Viral glycoproteins are the major vaccine targets: influenza HA/NA, HBV surface antigen, SARS-CoV-2 spike.",3,,
Which lymph node is primarily responsible for draining carcinoma of the lateral border of the tongue?,Submental node,Jugulodigastric node,Deep cervical node,Submandibular node,2,"<b>Explanation:</b><br>The <b>jugulodigastric node</b> (also known as the <b>tonsillar node</b>) is the principal node draining the <b>lateral border of the tongue</b>, tonsillar region, and posterior oral cavity.<br><br>It is located below the posterior belly of the digastric muscle and the angle of the mandible. Involvement of this node is clinically significant in cases of <b>squamous cell carcinoma</b> of the lateral tongue and oropharynx.",3,,
Which of the following best describes the mechanism of action of Azidothymidine (AZT) in HIV treatment?,"Inhibits viral protease, blocking viral maturation","Inhibits reverse transcriptase, preventing viral DNA synthesis","Blocks viral integrase, preventing DNA integration into host genome",Inhibits cell wall synthesis by blocking peptidoglycan cross-linking,2,"AZT (zidovudine) is a nucleoside reverse transcriptase inhibitor (NRTI). It is a thymidine analog that incorporates into viral DNA and terminates chain elongation, preventing HIV reverse transcriptase from completing DNA synthesis. Option 1 (protease inhibitors) includes drugs like indinavir or ritonavir. Option 3 (integrase inhibitors) includes raltegravir. Option 4 (cell wall synthesis inhibitors) applies to antibiotics, not antivirals. High-yield review: AZT = thymidine analog, NRTI, inhibits reverse transcriptase. Key in HAART. Do not confuse with azithromycin (macrolide antibiotic).",3,,
A 45-year-old woman presents with chronic dry mouth and gritty sensation in her eyes. She also has swelling of the parotid glands. Which of the following is the most likely diagnosis?,Rheumatoid arthritis,Sjögren’s syndrome,Hypothyroidism,Sarcoidosis,2,"Sjögren’s syndrome is a systemic autoimmune disease characterized by lymphocytic infiltration and destruction of salivary and lacrimal glands, producing xerostomia (dry mouth) and keratoconjunctivitis sicca (dry eyes). Middle-aged women are most affected, and it is often associated with autoimmune diseases like rheumatoid arthritis. Clinical signs include difficulty swallowing dry food, cervical caries, and parotid gland enlargement. Hypothyroidism can also cause dry mouth but not eye symptoms, rheumatoid arthritis is comorbid but not causal, and sarcoidosis usually involves lungs and systemic granulomas rather than sicca syndrome. High-yield review: autoimmune destruction of salivary and lacrimal glands, anti-SSA/SSB antibodies, associated with RA and SLE, increased risk of non-Hodgkin lymphoma.",3,,
A 60-year-old patient presents with painful vesicular lesions distributed along a unilateral thoracic dermatome. He reports a history of chickenpox as a child. Which of the following is the most likely diagnosis?,Herpes simplex virus infection,Molluscum contagiosum,Recurrent varicella-zoster (shingles),Hand-foot-and-mouth disease,3,"Varicella-zoster virus (VZV), a herpesvirus, causes two distinct syndromes. Primary infection is varicella (chickenpox), a diffuse vesicular rash in children. After resolution, the virus remains latent in dorsal root or cranial nerve ganglia. Reactivation produces herpes zoster (shingles), presenting as painful vesicles limited to one dermatome. Herpes simplex virus causes mucocutaneous lesions but not dermatomal vesicles. Molluscum contagiosum (poxvirus) causes dome-shaped umbilicated papules. Hand-foot-and-mouth disease (coxsackievirus A16) causes oral ulcers and vesicles on hands/feet in children. High-yield: VZV → chickenpox (primary), shingles (reactivation), dorsal root ganglia latency, complication = postherpetic neuralgia.",3,,
Which of the following organisms is responsible for endemic (murine) typhus?,Rickettsia prowazekii,Rickettsia typhi,Coxiella burnetii,Borrelia burgdorferi,2,"Endemic (murine) typhus is caused by Rickettsia typhi and is typically transmitted by fleas from rodent reservoirs. Clinical features include fever, headache, myalgias, and a trunk-centered rash that may be mild or absent; disease severity is generally less than epidemic typhus. By contrast, Rickettsia prowazekii causes epidemic typhus via the human body louse and produces a more severe systemic illness in crowded or unsanitary conditions. Coxiella burnetii causes Q fever (inhaled aerosols from livestock, classically no rash). Borrelia burgdorferi is a tick-borne spirochete that causes Lyme disease with erythema migrans and potential neurologic or cardiac involvement. High-yield: Endemic typhus = R. typhi (fleas); Epidemic typhus = R. prowazekii (lice).",3,,
Which pathogen is the causative agent of Q fever?,Rickettsia rickettsii,Coxiella burnetii,Rickettsia typhi,Mycoplasma pneumoniae,2,"Q fever is caused by Coxiella burnetii, an obligate intracellular bacterium acquired by inhalation of aerosolized particles from infected cattle, sheep, or goats; no arthropod bite is required. The illness ranges from high fever and severe headache to hepatitis or atypical pneumonia, and unlike most rickettsioses, a rash is often absent. Rickettsia rickettsii causes Rocky Mountain spotted fever (tick-borne with centrifugal rash starting at wrists/ankles). Rickettsia typhi causes endemic typhus (flea-borne). Mycoplasma pneumoniae causes atypical 'walking' pneumonia in young adults. High-yield: Q fever = C. burnetii (aerosol from livestock, usually no rash).",3,,
Which bacterial group is most commonly associated with subacute infective endocarditis?,Staphylococcus aureus,Enterococcus faecalis,Streptococcus pneumoniae,Viridans group streptococci (α-hemolytic),4,"Subacute infective endocarditis classically arises on previously damaged or abnormal valves (e.g., rheumatic heart disease, congenital lesions) due to Viridans group streptococci (alpha-hemolytic oral flora such as Streptococcus sanguinis and S. mitis). These organisms adhere to platelet–fibrin deposits following transient bacteremia, including after dental procedures. Staphylococcus aureus typically causes acute, rapidly destructive endocarditis on normal valves (common in IV drug use). Enterococcus faecalis is a less common cause often associated with genitourinary or gastrointestinal instrumentation. Streptococcus pneumoniae is primarily linked to pneumonia and meningitis rather than endocarditis. High-yield: Subacute = Viridans (damaged valves, indolent); Acute = S. aureus (normal valves, severe).",3,,
The lesion of primary syphilis is best described as:,A painful vesicle (herpes simplex),A painless hard chancre,"A soft, painful chancroid",A recurrent aphthous ulcer,2,"Primary syphilis (Treponema pallidum) presents 2–3 weeks after exposure with a solitary, firm, indurated, painless ulcer (hard chancre) at the inoculation site and regional, often painless lymphadenopathy; the chancre heals spontaneously in 3–6 weeks even without therapy. Herpes simplex causes clusters of painful vesicles and ulcers with tender nodes. Haemophilus ducreyi causes chancroid, a soft, painful ulcer with ragged edges and painful inguinal adenopathy. Aphthous ulcers are recurrent, painful oral ulcers unrelated to sexually transmitted infections. High-yield: Primary syphilis = painless hard chancre; Herpes = painful vesicles; Chancroid = soft painful ulcer.",3,,
The largest component of extracellular fluid (ECF) is:,Plasma,Interstitial fluid,Lymph,Intracellular fluid,2,"Total body water is divided into intracellular fluid (ICF, ~2/3 of total body water) and extracellular fluid (ECF, ~1/3). ECF is further partitioned into interstitial fluid (~75% of ECF), which bathes cells and facilitates exchange, and plasma (~25% of ECF), the circulating component within blood vessels; lymph constitutes a minor fraction. Therefore, interstitial fluid is the largest single component of ECF. High-yield: ICF ≈ 2/3 TBW; ECF ≈ 1/3 TBW → Interstitial (~75% of ECF) > Plasma (~25% of ECF).",3,,
Which genetic defect is linked to the X-linked form of amelogenesis imperfecta?,Mutation in collagen type I gene,Missense mutation in enamelin gene,Deletion in the amelogenin gene (AMELX) spanning intron 2 to the last exon,Mutation in dentin sialophosphoprotein gene,3,"The X-linked form of amelogenesis imperfecta arises from pathogenic variants in AMELX, encoding amelogenin, a major enamel matrix protein. A documented lesion involves a deletion extending from intron 2 to the last exon, impairing enamel matrix secretion and mineralization and producing thin, hypoplastic or hypomaturation enamel that fractures easily. Collagen type I mutations are associated with osteogenesis imperfecta and dentinogenesis imperfecta, not enamel defects. Enamelin mutations cause autosomal dominant forms of AI, and DSPP mutations cause dentinogenesis imperfecta. High-yield: X-linked AI = AMELX; autosomal AI = enamelin (ENAM) and others.",3,,
"Aflatoxin, a potent hepatocarcinogen, is produced by:",Candida albicans,Aspergillus species,Clostridium botulinum,Staphylococcus aureus,2,"Aflatoxins (especially aflatoxin B1) are mycotoxins produced by Aspergillus flavus and Aspergillus parasiticus that contaminate grains, corn, and peanuts in warm, humid climates. Chronic ingestion leads to hepatotoxicity and a markedly increased risk of hepatocellular carcinoma, partly via mutagenic adducts to the p53 tumor suppressor gene (classically at codon 249). Candida albicans causes mucocutaneous candidiasis, Clostridium botulinum produces neurotoxic botulinum toxin, and Staphylococcus aureus produces enterotoxins causing rapid-onset food poisoning. High-yield: Aflatoxin = Aspergillus → HCC risk (synergistic with chronic HBV).",3,,
Which of the following are obligate intracellular pathogens?,Chlamydia and Rickettsia,Mycoplasma and Streptococcus,Borrelia and Treponema,Staphylococcus and E. coli,1,"Obligate intracellular organisms must replicate within host cells because they lack sufficient metabolic machinery for independent growth. Classic examples are Chlamydia (energy parasites lacking a complete ATP-generating system) and Rickettsia (require host cytosol). Plasmodium (protozoan) and Coxiella burnetii are also commonly included as obligate intracellular pathogens. Mycoplasma (cell wall–deficient), Borrelia and Treponema (spirochetes), and Staphylococcus/E. coli are not obligate intracellular. High-yield: Obligates = Chlamydia, Rickettsia, Plasmodium, Coxiella; Mycobacterium is facultative intracellular.",3,,
Myasthenia gravis is most commonly associated with which pathological condition of the thymus?,Thymic cyst,Thymoma,Thymic aplasia,Thymic hyperplasia only,2,"Myasthenia gravis (MG) is an autoimmune neuromuscular disorder in which antibodies target nicotinic acetylcholine receptors at the postsynaptic neuromuscular junction, impairing synaptic transmission and causing fluctuating muscle weakness. Symptoms include ptosis, diplopia, dysphagia, and generalized fatigue that worsens with exertion and improves with rest. There is a strong association between MG and thymic abnormalities, particularly thymoma (tumor of thymic epithelial cells) and thymic hyperplasia. A thymectomy can induce remission in many patients, especially when a thymoma is present, although remission may not always be permanent. 👉 High-yield review: Cause: Autoantibodies against nicotinic ACh receptors. Symptoms: Weakness worsens with exertion, improves with rest. Associated with: Thymoma, thymic hyperplasia. Treatment: Acetylcholinesterase inhibitors, immunosuppressants, thymectomy if thymoma present.",3,,
Which of the following best differentiates Histoplasmosis from general mycoses?,"Histoplasmosis is a specific systemic fungal infection caused by Histoplasma capsulatum, whereas 'mycoses' refers broadly to fungal diseases.","Histoplasmosis primarily affects the skin, whereas mycoses affect only the lungs.","Histoplasmosis is a bacterial infection, whereas mycoses are viral infections.","Histoplasmosis is limited to immunocompromised patients, whereas mycoses occur only in healthy hosts.",1,"Mycoses represent the broad category of fungal diseases, which may be superficial (skin, hair, nails), cutaneous (dermatophytoses), subcutaneous (sporotrichosis), opportunistic (mucormycosis in diabetics), or systemic. Inhalation of fungal spores or localized colonization of the skin can initiate persistent infections. Histoplasmosis, by contrast, is one specific type of systemic mycosis caused by Histoplasma capsulatum. Nicknamed 'Spelunker’s Lung' or 'Caver’s Disease', it is acquired by inhalation of spores from bird or bat droppings in caves or old buildings. The disease primarily affects the lungs, producing granulomatous inflammation that can mimic tuberculosis. In immunocompetent people it is often self-limited, but in immunocompromised patients (especially AIDS) it can disseminate to multiple organs and become life-threatening. High-yield contrasts: Mycoses = broad fungal infections (superficial, cutaneous, subcutaneous, systemic, opportunistic). Histoplasmosis = specific systemic mycosis with pulmonary onset, TB-like granulomas, potential dissemination, worsens in immunocompromised patients.",3,,
Patients with uncontrolled diabetes mellitus are particularly predisposed to developing mucormycosis due to which of the following mechanisms?,"Elevated serum glucose impairs neutrophil chemotaxis and phagocytosis, facilitating fungal invasion.",Excess insulin secretion promotes growth of fungal hyphae in vascular tissues.,Increased bicarbonate buffering neutralizes acidic conditions required for fungal proliferation.,Enhanced T-cell function in hyperglycemia provides a favorable niche for fungal growth.,1,"Mucormycosis is an aggressive, opportunistic fungal infection caused by organisms of the order Mucorales (commonly Rhizopus species). It is strongly associated with uncontrolled diabetes mellitus, particularly in the setting of diabetic ketoacidosis (DKA). Hyperglycemia and acidosis impair neutrophil chemotaxis and oxidative burst, leading to ineffective clearance of fungal spores. Elevated free iron in acidosis further enhances fungal proliferation. The fungi characteristically invade vascular structures, causing tissue necrosis and black eschar formation in the nasal cavity, sinuses, or palate. Rhinocerebral mucormycosis is the most common presentation in diabetic patients, beginning with sinusitis-like symptoms and potentially progressing to orbital and brain involvement. Early recognition and management are critical, requiring antifungal therapy (amphotericin B), surgical debridement, and strict glycemic control. High-yield points: Risk factor: uncontrolled diabetes, especially DKA. Pathogenesis: impaired neutrophil function + increased free iron. Clinical: rapidly progressive rhinocerebral infection with tissue necrosis. Treatment: amphotericin B + surgical debridement + correction of hyperglycemia.",3,,
Which of the following is a general characteristic of bacteria?,"Eukaryotic, with membrane-bound organelles","Prokaryotic, lacking a nuclear membrane and true organelles",Capable of sexual reproduction via meiosis,"Multicellular, with compartmentalized functions",2,"Bacteria are <b>unicellular prokaryotic organisms</b>. Their DNA is in a nucleoid region without a nuclear membrane, and they lack membrane-bound organelles. They contain <b>70S ribosomes</b>, the target of many antibiotics. Reproduction occurs by <b>binary fission</b> (asexual). Most bacteria have a <b>peptidoglycan cell wall</b> for structural support. Genetic exchange occurs via horizontal transfer (transformation, conjugation, transduction).<br><br><b>High-yield points:</b><br><ul><li><b>Prokaryotic</b>, no nucleus or organelles</li><li><b>70S ribosomes</b></li><li><b>Binary fission</b> only</li><li><b>Peptidoglycan wall</b></li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Eukaryotic cells:</b> fungi, protozoa, humans have nuclei and organelles</li><li><b>Meiosis:</b> sexual reproduction in eukaryotes, not bacteria</li><li><b>Multicellular:</b> describes animals/plants, not bacteria</li></ul>",3,,
Which of the following best describes Buerger’s Disease (Thromboangiitis Obliterans)?,Autoimmune thyroiditis associated with iodine deficiency,"Recurring inflammation and thrombosis of small and medium arteries/veins of the extremities, strongly associated with tobacco use",Demyelinating disease of the central nervous system associated with autoimmunity,Vasospastic disorder of coronary arteries related to exertional stress,2,"<b>Buerger’s Disease</b> (Thromboangiitis Obliterans) is a <b>non-atherosclerotic, segmental vasculitis</b> affecting small and medium arteries and veins in the extremities. It is <b>strongly associated with tobacco use</b>. Pathology includes vessel wall inflammation, thrombosis, and eventual ischemia. Clinically: claudication, ischemic rest pain, ulcers, gangrene. May also present with Raynaud’s phenomenon and superficial thrombophlebitis. Most common in young male smokers. Treatment requires absolute smoking cessation.<br><br><b>High-yield points:</b><br><ul><li><b>Buerger’s = thromboangiitis obliterans</b></li><li><b>Small/medium extremity vessels</b></li><li><b>Strong tobacco link</b></li><li><b>Clinical:</b> ischemia, ulcers, gangrene</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Autoimmune thyroiditis:</b> Hashimoto’s disease, not vasculitis</li><li><b>Demyelinating CNS disease:</b> multiple sclerosis</li><li><b>Vasospastic coronary disorder:</b> Prinzmetal’s angina</li></ul>",3,,
What is the most common cause of chronic renal failure worldwide?,Hypertension,Chronic glomerulonephritis,Diabetes mellitus,Polycystic kidney disease,3,"The most common cause of chronic kidney disease (CKD) and ESRD is <b>diabetes mellitus</b>, due to diabetic nephropathy. Hyperglycemia damages glomerular capillaries, leading to <b>glomerulosclerosis, proteinuria, and progressive renal failure</b>.<br><br>The second most common cause is <b>hypertension</b>, which causes hyaline arteriolosclerosis and ischemic nephropathy. Chronic glomerulonephritis and polycystic kidney disease are recognized but less common causes.<br><br><b>High-yield points:</b><br><ul><li>#1 cause of ESRD = Diabetes mellitus</li><li>#2 cause = Hypertension</li><li>Pathology: glomerulosclerosis, proteinuria, renal mass loss</li><li>ESRD requires dialysis or transplantation</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Hypertension:</b> 2nd most common cause</li><li><b>Chronic glomerulonephritis:</b> less common today</li><li><b>Polycystic kidney disease:</b> genetic cause, rare</li></ul>",3,,
Which layer of the lung does not perceive pain when injured?,Parietal pleura,Visceral pleura,Costal pleura,Diaphragmatic pleura,2,"The <b>visceral pleura</b> lacks pain fibers and is innervated by autonomic nerves. Therefore, it does not transmit pain when inflamed or injured.<br><br>The <b>parietal pleura</b> is richly innervated by intercostal and phrenic nerves, making it very sensitive to pain. This explains the sharp, localized chest pain seen in pleuritis.<br><br><b>High-yield points:</b><br><ul><li>Visceral pleura = no pain sensation</li><li>Parietal pleura = pain-sensitive</li><li>Pleuritic chest pain arises from parietal pleura</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Parietal pleura:</b> innervated, pain sensitive</li><li><b>Costal pleura:</b> branch of parietal pleura, innervated by intercostals</li><li><b>Diaphragmatic pleura:</b> innervated by phrenic, referred shoulder pain</li></ul>",3,,
"A point mutation in a single gene resulting in substitution of one amino acid for another, as seen in sickle cell disease, is an example of which type of mutation?",Nonsense mutation,Frameshift mutation,Missense mutation,Silent mutation,3,"Sickle cell disease is caused by a <b>missense mutation</b> in the β-globin gene (HBB). This substitutes glutamic acid with valine at position 6, altering hemoglobin's structure. HbS polymerizes under hypoxia, distorting RBCs into sickle shapes and causing vaso-occlusion and hemolysis.<br><br><b>High-yield points:</b><br><ul><li>Missense mutation = amino acid substitution</li><li>Sickle cell: Glu → Val at position 6</li><li>Results: HbS polymerization, vaso-occlusion</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Nonsense:</b> introduces premature stop codon</li><li><b>Frameshift:</b> insertion/deletion alters reading frame</li><li><b>Silent:</b> codon change but same amino acid</li></ul>",3,,
Turner syndrome is associated with which karyotype?,"47, XXY","45, XO","47, XXX","46, XY",2,"<b>Turner syndrome</b> results from monosomy X (45, XO). Patients are phenotypically female with short stature, streak ovaries (infertility, amenorrhea), webbed neck, shield chest, and increased risk of congenital heart defects (coarctation of the aorta, bicuspid valve).<br><br><b>High-yield points:</b><br><ul><li>Karyotype: 45, XO</li><li>Features: streak ovaries, webbed neck, short stature</li><li>Cardiac: coarctation, bicuspid valve</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>47, XXY:</b> Klinefelter syndrome</li><li><b>47, XXX:</b> Triple X, often asymptomatic</li><li><b>46, XY:</b> normal male karyotype</li></ul>",3,,
"Which antibiotic prevents RNA polymerase from binding to DNA, thereby blocking transcription initiation?",Rifampin,Tetracycline,Erythromycin,Chloramphenicol,1,"<b>Rifampin</b> binds the β-subunit of bacterial RNA polymerase, preventing initiation of transcription. It is crucial in TB therapy (part of RIPE regimen) and prophylaxis for meningococcus and Hib. Adverse effects include hepatotoxicity and orange-red secretions; it is also a potent CYP450 inducer. Resistance occurs via <b>rpoB</b> gene mutation, so multi-drug therapy is essential.<br><br><b>High-yield points:</b><ul><li>Blocks RNA polymerase initiation</li><li>Used in TB, Hib, meningococcal prophylaxis</li><li>Adverse effects: hepatotoxicity, orange fluids, CYP induction</li><li>Resistance via rpoB mutation</li></ul><b>Why the other options are incorrect:</b><ul><li><b>Tetracycline:</b> 30S, blocks aminoacyl-tRNA</li><li><b>Erythromycin:</b> 50S, blocks translocation</li><li><b>Chloramphenicol:</b> 50S, inhibits peptidyl transferase</li></ul>",3,,
