text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
Which of the following best describes the role of gamma motor neurons in skeletal muscle physiology?,They innervate extrafusal fibers to generate force during contraction.,They regulate intrafusal muscle spindle sensitivity to stretch.,They mediate inhibition of antagonist muscles through reciprocal innervation.,They activate Golgi tendon organs to sense tension.,2,"Skeletal muscle fibers are divided into extrafusal fibers, which generate force, and intrafusal fibers, which are housed in muscle spindles and detect stretch. Gamma motor neurons innervate intrafusal fibers and adjust their baseline tension, setting the gain of the stretch reflex. This ensures spindles remain sensitive even when the muscle shortens, allowing regulation of muscle tone and length. In contrast, alpha motor neurons innervate extrafusal fibers to produce force. Reciprocal innervation involves inhibitory interneurons mediated via Ia afferents, not gamma motor neurons. Golgi tendon organs sense tension and are not activated by gamma motor neurons.

👉 High-yield review:
• Gamma motor neurons → intrafusal fibers (spindle sensitivity).
• Alpha motor neurons → extrafusal fibers (force generation).
• Reciprocal inhibition → Ia afferents and interneurons.
• Golgi tendon organs → sense tension, protective reflex.",6,,
Which of the following best describes the effect of pulmonary fibrosis on lung compliance?,Increased compliance,Decreased compliance,No change in compliance,Increased compliance due to airway obstruction,2,"<b>Lung compliance</b> is defined as the <b>change in lung volume per unit change in transpulmonary pressure</b>, reflecting how easily the lung tissue can <b>expand during inspiration</b>.<br><br>
In <b>pulmonary fibrosis</b>, excessive <b>collagen and connective tissue deposition</b> within the interstitium causes the lungs to become <b>stiff and difficult to inflate</b>, leading to <b>reduced compliance</b>.<br><br>
At the cellular level, <b>type I pneumocytes</b> cover most of the <b>alveolar surface</b> and provide the <b>thin barrier for gas exchange</b>, while <b>type II pneumocytes</b> secrete <b>surfactant</b>, which normally <b>reduces surface tension</b> and helps maintain compliance by preventing alveolar collapse.<br><br>
In fibrotic lungs, even with adequate surfactant, the <b>rigidity of scarred tissue</b> prevents normal lung expansion and limits overall compliance.<br><br>

<b>High-yield review:</b><br>
<ul>
<li><b>Definition →</b> compliance = ΔV / ΔP (change in volume per change in pressure)</li>
<li><b>Increases in →</b> <b>emphysema</b> (loss of elastic tissue → lungs overexpand easily)</li>
<li><b>Decreases in →</b> <b>pulmonary fibrosis</b> (stiff, collagen-rich lungs resist expansion)</li>
<li><b>Cellular roles →</b> 
  <ul>
    <li><b>Type I pneumocytes →</b> gas exchange surface</li>
    <li><b>Type II pneumocytes →</b> surfactant production</li>
  </ul>
</li>
<li><b>Relationship →</b> compliance ∝ distensibility, and inversely related to elasticity</li>
</ul>",6,,
Which hormone stimulates pancreatic bicarbonate secretion?,Gastrin,Secretin,Cholecystokinin (CCK),Somatostatin,2,"<b>Secretin</b> is a <b>peptide hormone</b> released by <b>S cells</b> of the <b>duodenum</b> and <b>proximal jejunum</b> in response to <b>acidic chyme</b> entering from the stomach.<br><br>
Its primary action is to stimulate <b>pancreatic ductal cells</b> to secrete <b>bicarbonate-rich fluid</b>, which <b>neutralizes gastric acid</b> and creates an <b>optimal pH</b> for pancreatic enzyme activity in the small intestine.<br><br>
This bicarbonate secretion protects the <b>duodenal mucosa</b> from acid injury and ensures that enzymes such as <b>pancreatic lipase</b> and <b>amylase</b> can function effectively.<br><br>
Additionally, <b>secretin</b> inhibits <b>gastric acid secretion</b> and <b>slows gastric emptying</b>, coordinating the timing of digestion between the stomach and the small intestine.<br><br>

<b>High-yield review:</b><br>
<ul>
<li><b>Source →</b> S cells of duodenum and proximal jejunum</li>
<li><b>Stimulus →</b> acidic chyme (low pH) entering from the stomach</li>
<li><b>Main action →</b> stimulates pancreatic ductal cells to release bicarbonate</li>
<li><b>Functions →</b> neutralizes gastric acid, protects duodenal mucosa, optimizes enzyme activity</li>
<li><b>Inhibits →</b> gastric acid secretion and gastric emptying</li>
<li><b>Nickname →</b> the <b>“bicarbonate hormone”</b></li>
</ul>",6,,
In which structure do sperm undergo maturation and acquire motility after being produced in the testes?,Seminiferous tubules,Vas deferens,Epididymis,Prostate,3,"<b>Sperm</b> are produced in the <b>seminiferous tubules</b> of the <b>testes</b> under the influence of <b>Sertoli cells</b> and <b>Leydig cells</b>.<br><br>
Newly formed sperm are initially <b>non-motile</b> and <b>incapable of fertilization</b>. They travel to the <b>epididymis</b>, where they undergo <b>maturation</b>, <b>gain motility</b>, and are <b>stored</b> until ejaculation.<br><br>
During <b>ejaculation</b>, mature sperm are propelled through the <b>vas deferens</b>, where they mix with secretions from the <b>seminal vesicles</b> and <b>prostate gland</b> to form <b>semen</b>.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Production site →</b> seminiferous tubules (testes)</li>
<li><b>Supporting cells →</b> Sertoli cells (nourish and support spermatogenesis), Leydig cells (produce testosterone)</li>
<li><b>Maturation & storage →</b> epididymis</li>
<li><b>Transport during ejaculation →</b> vas deferens</li>
<li><b>Accessory glands →</b> seminal vesicles and prostate add fluids to form semen</li>
</ul>",6,,
What reaction is catalyzed by phosphoglycerate kinase in glycolysis?,Conversion of phosphoenolpyruvate to pyruvate,"Conversion of 1,3-bisphosphoglycerate to 3-phosphoglycerate with ATP formation",Conversion of glucose-6-phosphate to fructose-6-phosphate,Conversion of pyruvate to oxaloacetate,2,"Phosphoglycerate kinase catalyzes the first <b>substrate-level phosphorylation</b> in glycolysis, where a phosphate group from <b>1,3-bisphosphoglycerate (1,3-BPG)</b> is transferred to ADP, forming <b>ATP</b> and <b>3-phosphoglycerate</b>. This reaction is reversible and also functions in gluconeogenesis, where ATP is consumed. Because this is one of the ATP-generating steps in glycolysis, it is critical for anaerobic metabolism.

👉 High-yield notes:
- Net ATP of glycolysis: 2 ATP per glucose.
- Substrate-level phosphorylation requires no mitochondria.
- In RBCs, 1,3-BPG can be diverted to 2,3-BPG, which regulates hemoglobin oxygen affinity.",6,,
"During prolonged fasting, all of the following pathways are active EXCEPT:",Glycogenolysis,Gluconeogenesis,Lipolysis,Glycogenesis,4,"In the <b>fasting state</b>, the body maintains glucose via glycogenolysis and gluconeogenesis, while lipolysis mobilizes fatty acids for ketone production. <b>Glycogenesis</b>, however, occurs only in the fed state under insulin and is inactive during fasting.

👉 High-yield notes:
- Hormones: fasting → ↑ glucagon, ↑ epinephrine, ↓ insulin.
- Glycogenolysis dominates first 24 hrs; gluconeogenesis dominates later.
- Ketogenesis increases after 2–3 days for brain and muscle energy.",6,,
A patient with pyruvate dehydrogenase complex deficiency would have impaired synthesis of which molecule?,Acetyl-CoA,Lactate,Oxaloacetate,Alanine,1,"The <b>pyruvate dehydrogenase complex (PDC)</b> converts pyruvate into <b>acetyl-CoA</b>, feeding the TCA cycle. Deficiency prevents acetyl-CoA production, leading to shunting of pyruvate into lactate (lactic acidosis) and alanine. It requires cofactors: Thiamine (B1), Lipoic acid, CoA (B5), FAD (B2), NAD+ (B3).

👉 High-yield notes:
- Presents with neurodevelopmental delay, seizures, lactic acidosis.
- Inhibited by arsenic (binds lipoic acid).
- Treatment: ketogenic diet to bypass glycolysis and supply acetyl-CoA via fat metabolism.",6,,
"In glucose-6-phosphate dehydrogenase (G6PD) deficiency, patients cannot produce enough of which molecule, leading to hemolysis?",ATP,NADH,NADPH,FADH2,3,"<b>G6PD</b> catalyzes the first step of the <b>pentose phosphate pathway</b>, producing <b>NADPH</b>. NADPH maintains reduced glutathione in RBCs, preventing oxidative damage. Deficiency (X-linked) causes RBCs to be vulnerable to oxidative stress (fava beans, sulfa drugs, infections), resulting in hemolysis. Findings: <b>Heinz bodies</b> (denatured Hb) and <b>bite cells</b>.

👉 High-yield notes:
- PPP occurs in cytoplasm (RBCs, liver, adrenal cortex).
- NADPH also used for fatty acid synthesis and respiratory burst.
- Hemolytic crises are triggered by oxidative stress.",6,,
"Here are two statements about nitrogen metabolism:

Statement 1: Glutamine synthetase incorporates ammonia into glutamate to form glutamine, which serves as a nontoxic transporter of ammonia in the blood.
Statement 2: Ornithine acts as an intermediate in the urea cycle, which has two mitochondrial and three cytosolic steps, occurring mainly in the liver.

Which of the following is true?",Statement 1 only,Statements 1 and 2,Statement 2 only,None,2,"Both statements are correct: Glutamine synthetase incorporates free ammonia into glutamate to form glutamine, which detoxifies ammonia and allows safe nitrogen transport in the blood. Glutamine can deliver nitrogen to tissues for biosynthetic pathways or to the liver/kidney for processing. Ornithine is a crucial intermediate in the urea cycle, the main nitrogen excretion pathway. The cycle has five steps: two mitochondrial (carbamoyl phosphate synthetase I, ornithine transcarbamylase) and three cytosolic (argininosuccinate synthetase, argininosuccinate lyase, arginase). Ornithine accepts carbamoyl phosphate in mitochondria to form citrulline, enabling nitrogen disposal as urea. High-yield points: Glutamine synthetase = glutamate + NH₃ → glutamine (detox + nitrogen transport). Glutamine = safe ammonia carrier. Ornithine = intermediate in urea cycle. Urea cycle = 2 mitochondrial, 3 cytosolic steps. Main site: liver, minor in kidney.",6,,
Esophageal varices most likely result in which clinical presentation?,Dysphagia,Hematemesis,Hoarseness,Melena,2,"<b>Esophageal varices</b> are dilated submucosal veins in the lower esophagus due to <b>portal hypertension</b> (commonly cirrhosis). Pathophysiology: left gastric vein (portal) anastomoses with the azygos vein (systemic). Elevated portal pressure dilates these collaterals. Fragile varices rupture → <b>massive hematemesis</b>, often fatal. Other shunts: paraumbilical veins → caput medusae; superior rectal veins → hemorrhoids.<br><br><b>High-yield points:</b><br><ul><li><b>Portal HTN → left gastric ↔ azygos</b></li><li><b>Hematemesis = hallmark</b></li><li><b>Other stigmata:</b> hemorrhoids, caput medusae</li><li><b>Life-threatening</b> in cirrhosis</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Dysphagia:</b> strictures, tumors, achalasia</li><li><b>Hoarseness:</b> recurrent laryngeal nerve (CN X) injury in thyroid or lung disease</li><li><b>Melena:</b> black tarry stool; possible but not primary in varices</li></ul>",6,,
Which of the following produces a positive chronotropic effect on the heart?,Clipping the vagus nerve,Administration of a beta-blocker,Activation of parasympathetic fibers,Increased acetylcholine release at the SA node,1,"Chronotropism = effect on heart rate. <b>Positive chronotropy</b> = increased HR. <b>Negative chronotropy</b> = decreased HR. The <b>vagus nerve (CN X)</b> provides parasympathetic input to the SA node, slowing HR via acetylcholine at M2 receptors. Clipping the vagus nerve removes parasympathetic influence → unopposed sympathetic stimulation → ↑ SA node firing → tachycardia.<br><br><b>High-yield points:</b><br><ul><li><b>Vagus = parasympathetic brake</b></li><li><b>Cut vagus = ↑ HR</b></li><li><b>Sympathetic β1</b> = positive chronotropy</li><li><b>Parasympathetic (ACh/M2)</b> = negative chronotropy</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Beta-blockers:</b> block β1 → ↓ HR (negative chronotropy)</li><li><b>Parasympathetic activation:</b> slows HR</li><li><b>Acetylcholine at SA node:</b> M2 receptor → ↓ HR</li></ul>",6,,
Which of the following conditions is least likely to cause edema formation?,Hypoalbuminemia,Increased capillary hydrostatic pressure,Increased vascular permeability,Elevated plasma albumin concentration,4,"Edema results from imbalance in Starling forces. <b>Increased hydrostatic pressure</b> (e.g., heart failure), <b>decreased oncotic pressure</b> (e.g., hypoalbuminemia), and <b>increased vascular permeability</b> (inflammation) all promote fluid leakage. <b>Elevated plasma albumin</b> raises oncotic pressure, drawing fluid into capillaries, opposing edema.<br><br><b>High-yield points:</b><br><ul><li><b>Hydrostatic ↑</b> → edema</li><li><b>Oncotic ↓</b> (low albumin) → edema</li><li><b>Permeability ↑</b> → edema</li><li><b>High albumin</b> → resists edema</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Hypoalbuminemia:</b> lowers oncotic pressure → edema</li><li><b>Hydrostatic ↑:</b> venous congestion → edema</li><li><b>Permeability ↑:</b> inflammation → edema</li></ul>",6,,
Which of the following should normally not be found in urine?,Urea,Creatinine,Sodium,Albumin,4,"Normal urine contains <b>urea, creatinine, electrolytes, and water</b>. <b>Albumin</b> is normally excluded by the glomerular filtration barrier. Albuminuria indicates <b>glomerular damage</b>, as in diabetic nephropathy.<br><br><b>High-yield points:</b><br><ul><li><b>Normal urine:</b> urea, creatinine, electrolytes</li><li><b>Albuminuria</b> = renal pathology</li><li><b>Proteinuria</b> = hallmark of kidney disease</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Urea:</b> normal waste</li><li><b>Creatinine:</b> normal muscle breakdown product</li><li><b>Sodium:</b> normal electrolyte</li></ul>",6,,
Shock causes all of the following except:,Hypotension,Reduced tissue perfusion,GI bleeding,Lactic acidosis,3,"Shock = systemic hypoperfusion due to low cardiac output or effective circulating volume. It leads to <b>hypotension</b>, <b>reduced tissue perfusion</b>, and <b>lactic acidosis</b> from anaerobic metabolism. GI bleeding is not a direct feature of shock, though ischemia can predispose.<br><br><b>High-yield points:</b><br><ul><li><b>Shock = hypoperfusion</b></li><li><b>Hypotension</b> = hallmark</li><li><b>Lactic acidosis</b> = anaerobic metabolism</li><li><b>GI bleeding</b> = not classic</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Hypotension:</b> defining feature</li><li><b>Reduced perfusion:</b> definition of shock</li><li><b>Lactic acidosis:</b> hallmark metabolic change</li></ul>",6,,
Which of the following best describes the action of glucagon?,Stimulates glycogen synthesis,Stimulates glycogenolysis and gluconeogenesis,Stimulates lipogenesis,Inhibits gluconeogenesis,2,"<b>Glucagon</b>, secreted by pancreatic α-cells, maintains blood glucose during fasting. It stimulates <b>glycogenolysis</b> (breakdown of glycogen) and <b>gluconeogenesis</b> (new glucose production). Also promotes <b>lipolysis</b> in adipose tissue. Acts mainly on the liver.<br><br><b>High-yield points:</b><br><ul><li><b>Glucagon</b> = fasting hormone</li><li><b>↑ Glycogenolysis + ↑ Gluconeogenesis</b></li><li><b>↑ Lipolysis</b></li><li>Opposes insulin</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Glycogen synthesis:</b> insulin effect</li><li><b>Lipogenesis:</b> insulin-mediated</li><li><b>Inhibits gluconeogenesis:</b> opposite of glucagon</li></ul>",6,,
"In a patient with pyruvate dehydrogenase deficiency, which of the following metabolites does NOT accumulate?",Pyruvate,Lactate,Alanine,Acetyl-CoA,4,"<b>Pyruvate dehydrogenase (PDH)</b> converts <b>pyruvate → acetyl-CoA</b> in the mitochondria, linking glycolysis to the TCA cycle. A deficiency blocks this step, causing accumulation of <b>pyruvate</b>, <b>lactate</b>, and <b>alanine</b> while acetyl-CoA formation decreases.<br><br>The resulting buildup of lactic acid leads to <b>lactic acidosis</b>, especially affecting the CNS. PDH activity depends on cofactors: <b>Thiamine (B1), Lipoic acid, CoA, FAD, NAD⁺</b> — remembered by the mnemonic <b>“TLC For Nancy.”</b><br><br><b>High-Yield Review:</b><br>• PDH deficiency → accumulates pyruvate, lactate, alanine<br>• ↓ Acetyl-CoA → ↓ TCA cycle activity<br>• Causes lactic acidosis and neurologic deficits<br>• Cofactors: Thiamine, Lipoic acid, CoA, FAD, NAD⁺",6,,
