text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
Which hormone stimulates pancreatic bicarbonate secretion?,Gastrin,Secretin,Cholecystokinin (CCK),Somatostatin,2,"Secretin is released by S cells of the duodenum and proximal jejunum in response to acidic chyme entering from the stomach. Its primary action is to stimulate the pancreatic ductal cells to secrete bicarbonate-rich fluid, which neutralizes gastric acid and provides an optimal pH for pancreatic enzyme activity. This bicarbonate secretion protects the duodenal mucosa and ensures that enzymes like pancreatic lipase and amylase can function. Secretin also suppresses gastric acid secretion and slows gastric emptying, coordinating digestion between the stomach and intestine. High-yield facts: Secretin is known as the bicarbonate hormone, released by S cells, stimulated by acid, increases pancreatic bicarbonate, and decreases gastric acid.",6,,
In which structure do sperm undergo maturation and acquire motility after being produced in the testes?,Seminiferous tubules,Vas deferens,Epididymis,Prostate,3,"Sperm are produced in the seminiferous tubules of the testes under the influence of Sertoli and Leydig cells. However, newly formed sperm are non-motile and incapable of fertilization. They travel to the epididymis, where they mature, acquire motility, and are stored until ejaculation. During ejaculation, sperm pass through the vas deferens, mix with fluids from the seminal vesicles and prostate, and form semen. High-yield facts: Production occurs in seminiferous tubules, maturation and storage occur in the epididymis, and sperm are transported by the vas deferens during ejaculation.",6,,
What reaction is catalyzed by phosphoglycerate kinase in glycolysis?,Conversion of phosphoenolpyruvate to pyruvate,"Conversion of 1,3-bisphosphoglycerate to 3-phosphoglycerate with ATP formation",Conversion of glucose-6-phosphate to fructose-6-phosphate,Conversion of pyruvate to oxaloacetate,2,"Phosphoglycerate kinase catalyzes the first <b>substrate-level phosphorylation</b> in glycolysis, where a phosphate group from <b>1,3-bisphosphoglycerate (1,3-BPG)</b> is transferred to ADP, forming <b>ATP</b> and <b>3-phosphoglycerate</b>. This reaction is reversible and also functions in gluconeogenesis, where ATP is consumed. Because this is one of the ATP-generating steps in glycolysis, it is critical for anaerobic metabolism.

👉 High-yield notes:
- Net ATP of glycolysis: 2 ATP per glucose.
- Substrate-level phosphorylation requires no mitochondria.
- In RBCs, 1,3-BPG can be diverted to 2,3-BPG, which regulates hemoglobin oxygen affinity.",6,,
"During prolonged fasting, all of the following pathways are active EXCEPT:",Glycogenolysis,Gluconeogenesis,Lipolysis,Glycogenesis,4,"In the <b>fasting state</b>, the body maintains glucose via glycogenolysis and gluconeogenesis, while lipolysis mobilizes fatty acids for ketone production. <b>Glycogenesis</b>, however, occurs only in the fed state under insulin and is inactive during fasting.

👉 High-yield notes:
- Hormones: fasting → ↑ glucagon, ↑ epinephrine, ↓ insulin.
- Glycogenolysis dominates first 24 hrs; gluconeogenesis dominates later.
- Ketogenesis increases after 2–3 days for brain and muscle energy.",6,,
A patient with pyruvate dehydrogenase complex deficiency would have impaired synthesis of which molecule?,Acetyl-CoA,Lactate,Oxaloacetate,Alanine,1,"The <b>pyruvate dehydrogenase complex (PDC)</b> converts pyruvate into <b>acetyl-CoA</b>, feeding the TCA cycle. Deficiency prevents acetyl-CoA production, leading to shunting of pyruvate into lactate (lactic acidosis) and alanine. It requires cofactors: Thiamine (B1), Lipoic acid, CoA (B5), FAD (B2), NAD+ (B3).

👉 High-yield notes:
- Presents with neurodevelopmental delay, seizures, lactic acidosis.
- Inhibited by arsenic (binds lipoic acid).
- Treatment: ketogenic diet to bypass glycolysis and supply acetyl-CoA via fat metabolism.",6,,
"In glucose-6-phosphate dehydrogenase (G6PD) deficiency, patients cannot produce enough of which molecule, leading to hemolysis?",ATP,NADH,NADPH,FADH2,3,"<b>G6PD</b> catalyzes the first step of the <b>pentose phosphate pathway</b>, producing <b>NADPH</b>. NADPH maintains reduced glutathione in RBCs, preventing oxidative damage. Deficiency (X-linked) causes RBCs to be vulnerable to oxidative stress (fava beans, sulfa drugs, infections), resulting in hemolysis. Findings: <b>Heinz bodies</b> (denatured Hb) and <b>bite cells</b>.

👉 High-yield notes:
- PPP occurs in cytoplasm (RBCs, liver, adrenal cortex).
- NADPH also used for fatty acid synthesis and respiratory burst.
- Hemolytic crises are triggered by oxidative stress.",6,,
"Here are two statements about nitrogen metabolism:

Statement 1: Glutamine synthetase incorporates ammonia into glutamate to form glutamine, which serves as a nontoxic transporter of ammonia in the blood.
Statement 2: Ornithine acts as an intermediate in the urea cycle, which has two mitochondrial and three cytosolic steps, occurring mainly in the liver.

Which of the following is true?",Statement 1 only,Statements 1 and 2,Statement 2 only,None,2,"Both statements are correct: Glutamine synthetase incorporates free ammonia into glutamate to form glutamine, which detoxifies ammonia and allows safe nitrogen transport in the blood. Glutamine can deliver nitrogen to tissues for biosynthetic pathways or to the liver/kidney for processing. Ornithine is a crucial intermediate in the urea cycle, the main nitrogen excretion pathway. The cycle has five steps: two mitochondrial (carbamoyl phosphate synthetase I, ornithine transcarbamylase) and three cytosolic (argininosuccinate synthetase, argininosuccinate lyase, arginase). Ornithine accepts carbamoyl phosphate in mitochondria to form citrulline, enabling nitrogen disposal as urea. High-yield points: Glutamine synthetase = glutamate + NH₃ → glutamine (detox + nitrogen transport). Glutamine = safe ammonia carrier. Ornithine = intermediate in urea cycle. Urea cycle = 2 mitochondrial, 3 cytosolic steps. Main site: liver, minor in kidney.",6,,
Esophageal varices most likely result in which clinical presentation?,Dysphagia,Hematemesis,Hoarseness,Melena,2,"<b>Esophageal varices</b> are dilated submucosal veins in the lower esophagus due to <b>portal hypertension</b> (commonly cirrhosis). Pathophysiology: left gastric vein (portal) anastomoses with the azygos vein (systemic). Elevated portal pressure dilates these collaterals. Fragile varices rupture → <b>massive hematemesis</b>, often fatal. Other shunts: paraumbilical veins → caput medusae; superior rectal veins → hemorrhoids.<br><br><b>High-yield points:</b><br><ul><li><b>Portal HTN → left gastric ↔ azygos</b></li><li><b>Hematemesis = hallmark</b></li><li><b>Other stigmata:</b> hemorrhoids, caput medusae</li><li><b>Life-threatening</b> in cirrhosis</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Dysphagia:</b> strictures, tumors, achalasia</li><li><b>Hoarseness:</b> recurrent laryngeal nerve (CN X) injury in thyroid or lung disease</li><li><b>Melena:</b> black tarry stool; possible but not primary in varices</li></ul>",6,,
Which of the following produces a positive chronotropic effect on the heart?,Clipping the vagus nerve,Administration of a beta-blocker,Activation of parasympathetic fibers,Increased acetylcholine release at the SA node,1,"Chronotropism = effect on heart rate. <b>Positive chronotropy</b> = increased HR. <b>Negative chronotropy</b> = decreased HR. The <b>vagus nerve (CN X)</b> provides parasympathetic input to the SA node, slowing HR via acetylcholine at M2 receptors. Clipping the vagus nerve removes parasympathetic influence → unopposed sympathetic stimulation → ↑ SA node firing → tachycardia.<br><br><b>High-yield points:</b><br><ul><li><b>Vagus = parasympathetic brake</b></li><li><b>Cut vagus = ↑ HR</b></li><li><b>Sympathetic β1</b> = positive chronotropy</li><li><b>Parasympathetic (ACh/M2)</b> = negative chronotropy</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Beta-blockers:</b> block β1 → ↓ HR (negative chronotropy)</li><li><b>Parasympathetic activation:</b> slows HR</li><li><b>Acetylcholine at SA node:</b> M2 receptor → ↓ HR</li></ul>",6,,
Which of the following conditions is least likely to cause edema formation?,Hypoalbuminemia,Increased capillary hydrostatic pressure,Increased vascular permeability,Elevated plasma albumin concentration,4,"Edema results from imbalance in Starling forces. <b>Increased hydrostatic pressure</b> (e.g., heart failure), <b>decreased oncotic pressure</b> (e.g., hypoalbuminemia), and <b>increased vascular permeability</b> (inflammation) all promote fluid leakage. <b>Elevated plasma albumin</b> raises oncotic pressure, drawing fluid into capillaries, opposing edema.<br><br><b>High-yield points:</b><br><ul><li><b>Hydrostatic ↑</b> → edema</li><li><b>Oncotic ↓</b> (low albumin) → edema</li><li><b>Permeability ↑</b> → edema</li><li><b>High albumin</b> → resists edema</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Hypoalbuminemia:</b> lowers oncotic pressure → edema</li><li><b>Hydrostatic ↑:</b> venous congestion → edema</li><li><b>Permeability ↑:</b> inflammation → edema</li></ul>",6,,
Which of the following should normally not be found in urine?,Urea,Creatinine,Sodium,Albumin,4,"Normal urine contains <b>urea, creatinine, electrolytes, and water</b>. <b>Albumin</b> is normally excluded by the glomerular filtration barrier. Albuminuria indicates <b>glomerular damage</b>, as in diabetic nephropathy.<br><br><b>High-yield points:</b><br><ul><li><b>Normal urine:</b> urea, creatinine, electrolytes</li><li><b>Albuminuria</b> = renal pathology</li><li><b>Proteinuria</b> = hallmark of kidney disease</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Urea:</b> normal waste</li><li><b>Creatinine:</b> normal muscle breakdown product</li><li><b>Sodium:</b> normal electrolyte</li></ul>",6,,
Shock causes all of the following except:,Hypotension,Reduced tissue perfusion,GI bleeding,Lactic acidosis,3,"Shock = systemic hypoperfusion due to low cardiac output or effective circulating volume. It leads to <b>hypotension</b>, <b>reduced tissue perfusion</b>, and <b>lactic acidosis</b> from anaerobic metabolism. GI bleeding is not a direct feature of shock, though ischemia can predispose.<br><br><b>High-yield points:</b><br><ul><li><b>Shock = hypoperfusion</b></li><li><b>Hypotension</b> = hallmark</li><li><b>Lactic acidosis</b> = anaerobic metabolism</li><li><b>GI bleeding</b> = not classic</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Hypotension:</b> defining feature</li><li><b>Reduced perfusion:</b> definition of shock</li><li><b>Lactic acidosis:</b> hallmark metabolic change</li></ul>",6,,
Which of the following best describes the action of glucagon?,Stimulates glycogen synthesis,Stimulates glycogenolysis and gluconeogenesis,Stimulates lipogenesis,Inhibits gluconeogenesis,2,"<b>Glucagon</b>, secreted by pancreatic α-cells, maintains blood glucose during fasting. It stimulates <b>glycogenolysis</b> (breakdown of glycogen) and <b>gluconeogenesis</b> (new glucose production). Also promotes <b>lipolysis</b> in adipose tissue. Acts mainly on the liver.<br><br><b>High-yield points:</b><br><ul><li><b>Glucagon</b> = fasting hormone</li><li><b>↑ Glycogenolysis + ↑ Gluconeogenesis</b></li><li><b>↑ Lipolysis</b></li><li>Opposes insulin</li></ul><b>Why the other options are incorrect:</b><br><ul><li><b>Glycogen synthesis:</b> insulin effect</li><li><b>Lipogenesis:</b> insulin-mediated</li><li><b>Inhibits gluconeogenesis:</b> opposite of glucagon</li></ul>",6,,
Which of the following correctly matches adrenergic receptor type with its primary physiologic effect?,α1 receptor → smooth muscle contraction,α2 receptor → inhibit norepinephrine and insulin release,β1 receptor → increase cardiac output and heart rate,all of the above,4,"Adrenergic receptors mediate sympathetic effects:<br><br><b>α1 receptors:</b> Gq → ↑ IP3/DAG → smooth muscle contraction (vasoconstriction, ↑ BP, mydriasis).<br><b>α2 receptors:</b> Gi → ↓ cAMP → inhibit norepinephrine release + inhibit insulin secretion.<br><b>β1 receptors:</b> Gs → ↑ cAMP → increase HR, contractility, renin release.<br><b>β2 receptors:</b> Gs → ↑ cAMP → smooth muscle relaxation (bronchodilation, vasodilation) + ↑ glucose output.<br><br><b>High-yield points:</b><br><ul><li>α1 = vasoconstriction, ↑ BP</li><li>α2 = ↓ NE + ↓ insulin</li><li>β1 = ↑ HR, contractility, renin</li><li>β2 = bronchodilation, vasodilation, ↑ glucose</li></ul><b>Why the other options are incorrect:</b><br><ul><li>Each listed effect is correct → best answer is 'All of the above'</li></ul>",6,,
What is the renal clearance rate of glucose under normal physiologic conditions?,0 mL/min,60 mL/min,125 mL/min,600 mL/min,1,"Glucose clearance is normally <b>0 mL/min</b> because filtered glucose is completely reabsorbed in the proximal tubule by sodium-glucose transporters (SGLT2, SGLT1). No glucose is excreted under physiologic conditions. Glucosuria appears when plasma glucose exceeds the transport maximum (Tm ~375 mg/min), correlating with a renal threshold of ~180–200 mg/dL. SGLT2 inhibitors increase urinary glucose clearance intentionally.<br><br><b>High-yield points:</b><ul><li>Glucose clearance = ~0 mL/min normally</li><li>Reabsorbed in proximal tubule by SGLTs</li><li>Threshold ~180–200 mg/dL → glucosuria</li><li>SGLT2 inhibitors ↑ clearance</li></ul><b>Why the other options are incorrect:</b><ul><li><b>60 mL/min:</b> too high</li><li><b>125 mL/min:</b> equals GFR, for solutes like inulin</li><li><b>600 mL/min:</b> renal plasma flow, not glucose clearance</li></ul>",6,,
Which of the following is not a function of the sympathetic nervous system?,Increase heart rate,Bronchodilation,Pupil constriction,Decrease GI motility,3,"The sympathetic system mediates 'fight-or-flight' responses via adrenergic receptors. <b>β1</b> receptors ↑ HR and contractility; <b>β2</b> causes bronchodilation and vasodilation; <b>α1</b> causes vasoconstriction and piloerection; overall, sympathetic tone decreases GI motility. In the iris, sympathetic α1 stimulates the radial muscle to cause <b>mydriasis (pupil dilation)</b>. Pupil constriction (<b>miosis</b>) is parasympathetic via CN III and the sphincter pupillae.<br><br><b>High-yield points:</b><ul><li>Sympathetic: ↑ HR, ↑ BP, bronchodilation, ↓ GI</li><li>Mydriasis = sympathetic (α1)</li><li>Miosis = parasympathetic (CN III, M3)</li><li>Sweat glands = sympathetic cholinergic exception</li></ul><b>Why the other options are incorrect:</b><ul><li><b>Increase HR:</b> β1-mediated</li><li><b>Bronchodilation:</b> β2-mediated</li><li><b>Decrease GI motility:</b> sympathetic effect</li></ul>",6,,
Which anterior pituitary hormones are secreted by basophils versus acidophils?,"Basophils secrete FSH, LH, ACTH, TSH; acidophils secrete GH, prolactin","Basophils secrete GH, prolactin; acidophils secrete FSH, LH, ACTH, TSH",Basophils secrete only ACTH; acidophils secrete all others,Acidophils secrete all anterior pituitary hormones,1,"Anterior pituitary cells: <b>Basophils</b> secrete <b>B-FLAT</b> (FSH, LH, ACTH, TSH). <b>Acidophils</b> secrete <b>GPA</b> (GH, prolactin). Mnemonic: B-FLAT, GPA.<br><br><b>High-yield points:</b><ul><li>Basophils: FSH, LH, ACTH, TSH</li><li>Acidophils: GH, prolactin</li></ul><b>Why incorrect:</b><ul><li>Option 2: reversed</li><li>Option 3: incomplete</li><li>Option 4: false, split between cell types</li></ul>",6,,
Absence of secretion from which organ is not absolutely essential for survival?,Pancreas,Thyroid gland,Adrenal cortex,Adrenal medulla,4,"The <b>adrenal medulla</b> secretes epinephrine and norepinephrine, important for stress responses but not essential for life. Sympathetic nerves provide redundancy. By contrast, adrenal cortex hormones (cortisol, aldosterone) are essential, as are insulin and thyroid hormones.<br><br><b>High-yield points:</b><ul><li>Non-essential: adrenal medulla</li><li>Essential: adrenal cortex, pancreas, thyroid</li></ul><b>Why incorrect:</b><ul><li>Pancreas: insulin vital</li><li>Thyroid: required for metabolism</li><li>Adrenal cortex: cortisol/aldosterone needed for survival</li></ul>",6,,
Aldosterone increases sodium reabsorption in the collecting duct by upregulating which channel?,Na⁺/K⁺ ATPase,ENaC,NKCC2,Aquaporin-2,2,"<b>Aldosterone</b> acts on principal cells of the collecting duct, upregulating luminal <b>ENaC</b> channels and stimulating basolateral Na⁺/K⁺ ATPase. This promotes Na⁺ retention, K⁺ secretion, and water reabsorption.<br><br><b>High-yield points:</b><ul><li>↑ ENaC, ↑ Na⁺/K⁺ ATPase, ↑ K⁺ secretion</li><li>Stimuli: angiotensin II, hyperkalemia</li></ul><b>Why incorrect:</b><ul><li>Na⁺/K⁺ ATPase: stimulated but not the direct luminal channel</li><li>NKCC2: loop of Henle</li><li>Aquaporin-2: regulated by ADH</li></ul>",6,,
Loss of GABAergic inhibition in the CNS is most associated with which clinical outcome?,Flaccid paralysis,Spastic paralysis with tetany,Hypotension,Hyporeflexia,2,"<b>GABA</b> is the main inhibitory neurotransmitter in the CNS. Loss of GABA/glycine activity → neuronal hyperexcitability → <b>spastic paralysis, tetany, hyperreflexia</b>. Seen in tetanus toxin exposure. UMN lesions also cause spastic paralysis.<br><br><b>High-yield points:</b><ul><li>GABA blocks hyperexcitability</li><li>Loss → tetany, spasticity</li></ul><b>Why incorrect:</b><ul><li>Flaccid paralysis: LMN lesions</li><li>Hypotension: not main outcome</li><li>Hyporeflexia: opposite; loss causes hyperreflexia</li></ul>",6,,
Where is the highest osmolarity in the nephron normally found?,Proximal tubule,Descending loop of Henle,Distal tubule,Collecting duct (medullary),4,"The highest osmolarity is in the <b>inner medullary collecting duct</b>, especially with ADH present. The countercurrent multiplier and vasa recta maintain the medullary gradient (>1200 mOsm).<br><br><b>High-yield points:</b><ul><li>Highest osmolarity: medullary collecting duct</li><li>Countercurrent multiplier + ADH are essential</li></ul><b>Why incorrect:</b><ul><li>Proximal: isosmotic reabsorption</li><li>Descending loop: osm ↑ but not maximal</li><li>Distal: filtrate is hypoosmotic</li></ul>",6,,
